Campaign_ID,Opportunity_ID,Date_Local,Time_Local,Content_ID,Asset_Ref,Character,Surface,Product_Key,ML_Tag,Native_Product_Attachment_ID,Status,Approval_Status,Notes
USM-AFF-FB-20260818-30-P01,AFF-01,2026-08-18,17:00,260644,260644 - Universe.png,Universe,FACEBOOK_NATIVE_PRODUCT,joopin_cat_eye_mlm63045412,usmfb2606440818,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-02,2026-08-19,13:30,260560,260560 - Fantasma.png,Fantasma,FACEBOOK_NATIVE_PRODUCT,ghost_led_decor_mlm2093520998,usmfb2605600819,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-03,2026-08-20,13:30,260659,260659 - Universe.png,Universe,FACEBOOK_NATIVE_PRODUCT,cat_scratcher_house_mlmu4776087190,usmfb2606590820,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-04,2026-08-21,11:00,260635,260635 - Universe.png,Universe,FACEBOOK_NATIVE_PRODUCT,torch_lamp_mlm37027136,usmfb2606350821,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-05,2026-08-22,19:00,260510,260510 - Universe.png,Universe,FACEBOOK_NATIVE_PRODUCT,cup_holder_mlm2047372590,usmfb2605100822,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-06,2026-08-24,10:00,260518,260518 - Kael.png,Kael,FACEBOOK_NATIVE_PRODUCT,cup_holder_clamp_mlm2101984748,usmfb2605180824,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-07,2026-08-26,13:30,260540,260540 - Elara.png,Elara,FACEBOOK_NATIVE_PRODUCT,reading_lamp_mlm75777836,usmfb2605400826,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-08,2026-08-28,13:30,260590,260590 - Maeve.png,Maeve,FACEBOOK_NATIVE_PRODUCT,cat_phone_holder_mlmu3833350067,usmfb2605900828,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-09,2026-08-29,10:00,741,741 - Elara+Maeve.png,Elara+Maeve,FACEBOOK_NATIVE_PRODUCT,fireplace_lamp_mlm2058832065,usmfb7410829,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260818-30-P01,AFF-10,2026-08-30,22:00,260528,260528 - Universe.png,Universe,FACEBOOK_NATIVE_PRODUCT,coffee_tumbler_mlmu4050606098,usmfb2605280830,,Native_Product_Attached_User_Confirmed,Approved,Fernando confirmó que el producto/link fue publicado o adjuntado en Facebook; hora e ID nativo individual pendientes de conciliación técnica.
USM-AFF-FB-20260822-10-2608050,AFF-11,2026-08-22,10:00,2608050,2608050 - Universe - A ponerse en forma.jpeg,Universe,FACEBOOK_NATIVE_PRODUCT,mouse_vertical_moyac_mlm3202987762,usmfb2608050m0822,,Link_Generated_Not_Attached,Approved,Link https://meli.la/1bH3H8X generado y etiqueta creada en Mercado Libre; publicación confirmada en Meta como programada, is_published=false; adjunción nativa pendiente.
USM-AFF-FB-20260822-22-CNT083,AFF-12,2026-08-22,22:00,CNT-083,Universe - Existencial 2607828.png,Universe,FACEBOOK_NATIVE_PRODUCT,galaxy_astronaut_projector_mlm3138326397,usmfbcnt0830822,,Link_Generated_Not_Attached,Approved,Link https://meli.la/1fFhN6Y generado y etiqueta creada en Mercado Libre; publicación confirmada en Meta como programada, is_published=false; adjunción nativa pendiente.
